,date,year,type,country,sex,age,fatal (y/n),original order
3050,24-Nov-1980,1980.0,unprovoked,REUNION,M,22,N,3253.0
3051,18-Nov-1980,1980.0,unprovoked,AUSTRALIA,M,,N,3252.0
3052,17-Nov-1980,1980.0,,SOUTH AFRICA,M,,,3251.0
3053,11-Nov-1980,1980.0,unprovoked,BRAZIL,M,16,Y,3250.0
3054,27-Oct-1980,1980.0,unprovoked,USA,M,29,N,3249.0
3055,17-Oct-1980,1980.0,unprovoked,USA,M,19,N,3248.0
3056,Reported 22-Aug-1980,1980.0,unprovoked,MEXICO,M,22,Y,3247.0
3057,10-Aug-1980,1980.0,unprovoked,USA,F,10,N,3246.0
3058,04-Aug-1980,1980.0,unprovoked,USA,M,,N,3245.0
3059,26-Jul-1980,1980.0,unprovoked,SPAIN,M,,N,3244.0
3060,27-Jul-1980,1980.0,unprovoked,USA,M,15,N,3243.0
3061,23-Jul-1980,1980.0,unprovoked,USA,F,22,N,3242.0
3062,Late Jul-1980,1980.0,unprovoked,USA,M,,N,3241.0
3063,Early Jul-1980,1980.0,unprovoked,USA,M,,N,3240.0
3064,26-Jun-1980,1980.0,provoked,USA,F,44,N,3239.0
3065,15-May-1980,1980.0,unprovoked,SOUTH AFRICA,M,22,N,3238.0
3066,25-Apr-1980,1980.0,provoked,JAMAICA,M,,N,3237.0
3067,22-Apr-1980,1980.0,unprovoked,PHILIPPINES,,,Y,3236.0
3068,Apr-1980,1980.0,unprovoked,MEXICO,F,13,N,3235.0
3069,29-Mar-1980,1980.0,unprovoked,SOUTH AFRICA,M,52,Y,3234.0
3070,28-Mar-1980,1980.0,unprovoked,BRAZIL,M,,N,3233.0
3071,15-Mar-1980,1980.0,unprovoked,PHILIPPINES,F,,Y,3232.0
3072,11-Mar-1980,1980.0,provoked,SOUTH AFRICA,M,61,N,3231.0
3073,31-Jan-1980,1980.0,unprovoked,SOUTH AFRICA,M,24,N,3230.0
3074,25-Jan-1980,1980.0,unprovoked,KENYA,M,29,N,3229.0
3075,15-Jan-1980,1980.0,provoked,SOUTH AFRICA,M,29,N,3228.0
3076,13-Jan-1980,1980.0,unprovoked,SOUTH AFRICA,M,,N,3227.0
3077,10-Jan-1980,1980.0,unprovoked,SOUTH AFRICA,M,25,N,3226.0
3078,05-Jan-1980,1980.0,unprovoked,CHILE,M,,Y,3225.0
3079,Summer 1980,1980.0,provoked,NORTH ATLANTIC OCEAN,M,34,N,3224.0
3080,1980s ,1980.0,,GREECE,M,,,3223.0
3081,1980,1980.0,,SOUTH AFRICA,M,20,,3222.0
3082,1980s ,1980.0,unprovoked,TONGA,M,20s,N,3221.0
3083,21-Dec-1979,1979.0,unprovoked,SOUTH AFRICA,M,18,N,3220.0
3084,05-Dec-1979,1979.0,,PORTUGAL,M,19,Y,3219.0
3085, 01-Dec-1979,1979.0,unprovoked,SOUTH CHINA SEA,M,32,N,3218.0
3086,27-Nov-1979,1979.0,unprovoked,USA,M,20,N,3217.0
3087,12-Nov-1979,1979.0,provoked,SOUTH AFRICA,,,N,3216.0
3088,22-Oct-1979,1979.0,provoked,SOUTH AFRICA,M,,N,3215.0
3089,14-Sep-1979,1979.0,unprovoked,AUSTRALIA,M,18,N,3214.0
3090,28-Aug-1979,1979.0,unprovoked,HONG KONG,M,21,Y,3213.0
3091,26-Aug-1979,1979.0,unprovoked,HONG KONG,M,16,Y,3212.0
3092,05-Aug-1979,1979.0,unprovoked,USA,M,49,N,3211.0
3093,03-Aug-1979,1979.0,unprovoked,THAILAND,M,,Y,3210.0
3094,19-Jun-1979,1979.0,unprovoked,USA,M,56,N,3209.0
3095,27-May-1979,1979.0,,USA,M,36,,3208.0
3096,05 May 1979,1979.0,provoked,SOUTH AFRICA,M,25,N,3207.0
3097,03-May-1979,1979.0,unprovoked,SOUTH AFRICA,M,,Y,3206.0
3098,May 1979,1979.0,unprovoked,NEW CALEDONIA,,,N,3205.0
3099,May 1979,1979.0,unprovoked,NEW CALEDONIA,M,,Y,3204.0
3100,08-Apr-1979,1979.0,unprovoked,USA,M,24,N,3203.0
3101,08-Apr-1979,1979.0,unprovoked,USA,M,8,N,3202.0
3102,24-Mar-1979,1979.0,unprovoked,USA,M,27,N,3201.0
3103,11-Mar-1979,1979.0,unprovoked,USA,M,,N,3200.0
3104,01-Mar-1979,1979.0,unprovoked,SOUTH AFRICA,,,N,3199.0
3105,Mar-1979,1979.0,unprovoked,NEW CALEDONIA,M,,Y,3198.0
3106,21-Feb-1979,1979.0,unprovoked,SOUTH AFRICA,M,19,N,3197.0
3107,1979,1979.0,unprovoked,USA,M,,Y,3196.0
3108,29-Dec-1978,1978.0,unprovoked,AUSTRALIA,M, ,N,3195.0
3109,12-Dec-1978,1978.0,unprovoked,SOUTH AFRICA,M,23,Y,3194.0
3110,26-Nov-1978,1978.0,unprovoked,USA,M,,N,3193.0
3111,23-Nov-1978,1978.0,unprovoked,USA,M,17,N,3192.0
3112,21-Oct-1978,1978.0,,SOUTH AFRICA,M,,,3191.0
3113,27-Sep-1978,1978.0,unprovoked,SOUTH AFRICA,M,27,N,3190.0
3114,16-Sep-1978,1978.0,unprovoked,ITALY,M,,N,3189.0
3115,Reported 02-Sep-1978,1978.0,unprovoked,AUSTRALIA,M,34,N,3188.0
3116,05-Aug-1978,1978.0,unprovoked,USA,M,,N,3187.0
3117,Reported 01-Aug-1978,1978.0,unprovoked,USA,M,27,N,3186.0
3118,27-Jul-1978,1978.0,unprovoked,USA,M,39,N,3185.0
3119,19-Jul-1978,1978.0,provoked,USA,M,27,N,3184.0
3120,21-Jun-1978,1978.0,unprovoked,USA,M,20,N,3183.0
3121,21-Jun-1978,1978.0,unprovoked,USA,M,17,N,3182.0
3122,07-Jun-1978,1978.0,,ITALY,,,,3181.0
3123,02-Apr-1978,1978.0,unprovoked,MARSHALL ISLANDS,M,25,N,3180.0
3124,02-Apr-1978,1978.0,unprovoked,MARSHALL ISLANDS,M,23,N,3179.0
3125,Apr-1978`,1978.0,unprovoked,AUSTRALIA,M,,N,3178.0
3126,05-Mar-1978,1978.0,unprovoked,SOUTH AFRICA,,,N,3177.0
3127,28-Feb-1978,1978.0,unprovoked,SOUTH AFRICA,,,N,3176.0
3128,19-Feb-1978,1978.0,unprovoked,SOUTH AFRICA,M,,N,3175.0
3129,07-Jan-1978,1978.0,unprovoked,SOUTH AFRICA,M,17,N,3174.0
3130,06-Jan-1978,1978.0,,SOUTH AFRICA,M,,,3173.0
3131,1978,1978.0,unprovoked,USA,F,,N,3172.0
3132,1978,1978.0,unprovoked,VANUATU,F,,Y,3171.0
3133,31-Dec-1977,1977.0,unprovoked,USA,M,49,N,3170.0
3134,19-Dec-1977,1977.0,unprovoked,USA,M,27,N,3169.0
3135,19-Dec-1977,1977.0,unprovoked,SOUTH AFRICA,M,18,N,3168.0
3136,Dec-1977,1977.0,unprovoked,SOUTH AFRICA,,,N,3167.0
3137,12-Nov-1977,1977.0,provoked,SOUTH AFRICA,M,,N,3166.0
3138,30-Oct-1977,1977.0,unprovoked,SOUTH AFRICA,M,25,N,3165.0
3139,31-Aug-1977,1977.0,unprovoked,AUSTRALIA,M,17,N,3164.0
3140,23-Aug-1977,1977.0,unprovoked,AUSTRALIA,M,25,Y,3163.0
3141,19-Aug-1977,1977.0,unprovoked,SOUTH AFRICA,M,,N,3162.0
3142,14-Aug-1977,1977.0,unprovoked,USA,M,20,N,3161.0
3143,05-Aug-1977,1977.0,,USA,M,17,,3160.0
3144,02-Jul-1977,1977.0,unprovoked,USA,M,21,N,3159.0
3145,26-Jun-1977,1977.0,provoked,USA,M,27,N,3158.0
3146,06-Jun-1977,1977.0,unprovoked,USA,M,25,N,3157.0
3147,26-May-1977,1977.0,unprovoked,SOUTH AFRICA,M,,N,3156.0
3148,16-May-1977,1977.0,,AUSTRALIA,M,,,3155.0
3149,26-Apr-1977,1977.0,unprovoked,AUSTRALIA,M,,N,3154.0
3150,21-Apr-1977,1977.0,unprovoked,USA,M,,N,3153.0
3151,17-Mar-1977,1977.0,unprovoked,SOUTH AFRICA,M,31,N,3152.0
3152,13-Mar-1977,1977.0,unprovoked,AUSTRALIA,M,32,N,3151.0
3153,13-Mar-1977,1977.0,unprovoked,AUSTRALIA,M,74 ,Y,3150.0
3154,13-Mar-1977,1977.0,unprovoked,AUSTRALIA,M,45 ,Y,3149.0
3155,26-Feb-1977,1977.0,unprovoked,AUSTRALIA,M,24,N,3148.0
3156,04-Feb-1977,1977.0,,AUSTRALIA,M,,,3147.0
3157,Feb-1977,1977.0,unprovoked,NEW CALEDONIA,,,N,3146.0
3158,Jan-1977,1977.0,unprovoked,MEXICO,M,,Y,3145.0
3159,29-Dec-1976,1976.0,unprovoked,AUSTRALIA,M,,N,3144.0
3160,18-Dec-1976,1976.0,unprovoked,USA,M,29,N,3143.0
3161,27-Nov-1976,1976.0,unprovoked,SOUTH AFRICA,M,19,N,3142.0
3162,26-Nov-1976,1976.0,,AUSTRALIA,,,,3141.0
3163,25-Nov-1976,1976.0,unprovoked,USA,M,19,N,3140.0
3164,23-Nov-1976,1976.0,,SOUTH AFRICA,M,17,,3139.0
3165,Nov-1976,1976.0,provoked,SOUTH AFRICA,,,N,3138.0
3166,27-Oct-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3137.0
3167,18-Oct-1976,1976.0,unprovoked,USA,M,25,N,3136.0
3168,06-Oct-1976,1976.0,unprovoked,SOUTH AFRICA,M,20,N,3135.0
3169,22-Sep-1976,1976.0,unprovoked,NEW CALEDONIA,,,N,3134.0
3170,19-Sep-1976,1976.0,unprovoked,AUSTRALIA,M,27,N,3133.0
3171,17-Sep-1976,1976.0,unprovoked,HONG KONG,M,,Y,3132.0
3172,12-Sep-1976,1976.0,unprovoked,USA,M,16,Y,3131.0
3173,12-Sep-1976,1976.0,unprovoked,USA,M,,Y,3130.0
3174,06-Sep-1976,1976.0,unprovoked,USA,M,15,N,3129.0
3175,26-Aug-1976,1976.0,unprovoked,USA,M,23,N,3128.0
3176,24-Aug-1976,1976.0,unprovoked,USA,M,19,N,3127.0
3177,24-Jul-1976,1976.0,unprovoked,USA,M,24,N,3126.0
3178,21-Jul-1976,1976.0,unprovoked,USA,M,10,N,3125.0
3179,16-Jul-1976,1976.0,unprovoked,USA,M,18,Y,3124.0
3180,12-Jul-1976,1976.0,unprovoked,USA,M,23,N,3123.0
3181,23-Jun-1976,1976.0,unprovoked,USA,M,17,N,3122.0
3182,10-Jun-1976,1976.0,unprovoked,USA,M,,N,3121.0
3183,Reported 02-Jun-1976,1976.0,provoked,ITALY,M,46,N,3120.0
3184,01-Jun-1976,1976.0,unprovoked,AUSTRALIA,F,,N,3119.0
3185,02-May-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3118.0
3186,28-Apr-1976,1976.0,,USA,,,,3117.0
3187,12-Mar-1976,1976.0,unprovoked,USA,M,21 or 26,N,3116.0
3188,12-Mar-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3115.0
3189,09-Mar-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3114.0
3190,02-Mar-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3113.0
3191,03-Feb-1976,1976.0,unprovoked,SOUTH AFRICA,,,N,3112.0
3192,13-Jan-1976,1976.0,provoked,SOUTH AFRICA,,,N,3111.0
3193,12-Jan-1976,1976.0,unprovoked,AUSTRALIA,F,,N,3110.0
3194,11-Jan-1976,1976.0,provoked,SOUTH AFRICA,,,N,3109.0
3195,08-Jan-1976,1976.0,unprovoked,USA,M,25,N,3108.0
3196,02-Jan-1976,1976.0,unprovoked,NEW ZEALAND,M,,Y,3107.0
3197,1976,1976.0,unprovoked,USA,M,,Y,3106.0
3198,29-Dec-1975,1975.0,unprovoked,AUSTRALIA,,,N,3105.0
3199,06-Dec-1975,1975.0,unprovoked,USA,M,27,N,3104.0
3200,02-Dec-1975,1975.0,provoked,AUSTRALIA,M,35,N,3103.0
3201,19-Nov-1975,1975.0,unprovoked,AUSTRALIA,M,20,N,3102.0
3202,19-Nov-1975,1975.0,unprovoked,SOUTH AFRICA,M,33,N,3101.0
3203,07-Nov-1975,1975.0,unprovoked,AUSTRALIA,M,,N,3100.0
3204,02-Nov-1975,1975.0,unprovoked,USA,M,18,N,3099.0
3205,21-Oct-1975,1975.0,,USA,M,,,3098.0
3206,12-Oct-1975,1975.0,unprovoked,AUSTRALIA,M,20,N,3097.0
3207,04-Oct-1975,1975.0,,USA,,,,3096.0
3208,Sep-1975,1975.0,unprovoked,SOUTH AFRICA,M,21,N,3095.0
3209,17-Aug-1975,1975.0,unprovoked,SOUTH AFRICA,M,19,N,3094.0
3210,12-Aug-1975,1975.0,unprovoked,USA,M,20,N,3093.0
3211,09-Aug-1975,1975.0,unprovoked,USA,M,44,N,3092.0
3212,04-Aug-1975,1975.0,unprovoked,HONG KONG,M,24,N,3091.0
3213,30-Jul-1975,1975.0,unprovoked,USA,F,62,Y,3090.0
3214,30-Jul-1975,1975.0,unprovoked,AUSTRALIA,M,37,Y,3089.0
3215,26-Jul-1975.b,1975.0,unprovoked,USA,M,24,N,3088.0
3216,26-Jul-1975,1975.0,unprovoked,AUSTRALIA,M,21,N,3087.0
3217,23-Jul-1975,1975.0,unprovoked,USA,M,23,N,3086.0
3218,19-Jul-1975,1975.0,unprovoked,USA,M,34,N,3085.0
3219,15-Jul-1975,1975.0,unprovoked,USA,F,14,N,3084.0
3220,5-Jul-1975,1975.0,provoked,AUSTRALIA,M,29,N,3083.0
3221,04-Jul-1975,1975.0,unprovoked,USA,M,16,N,3082.0
3222,23-Jun-1975,1975.0,unprovoked,USA,M,18,N,3081.0
3223,23-Jun-1975,1975.0,unprovoked,USA,F,15,N,3080.0
3224,15-Jun-1975,1975.0,unprovoked,USA,M,27,N,3079.0
3225,Reported 02-Jun-1975,1975.0,unprovoked,USA,M,20,N,3078.0
3226,Jun-1975,1975.0,provoked,USA,M,,N,3077.0
3227,25-May-1975,1975.0,unprovoked,USA,M,17,N,3076.0
3228,20-May 1975,1975.0,unprovoked,USA,F,10,N,3075.0
3229,25-Apr-1975,1975.0,,ITALY,M,37,,3074.0
3230,18-Apr-1975,1975.0,,SOUTH AFRICA,M,,,3073.0
3231,05-Apr-1975,1975.0,unprovoked,SOUTH AFRICA,M,,N,3072.0
3232,29-Mar-1975,1975.0,,SOUTH AFRICA,M,,,3071.0
3233,18-Mar-1975,1975.0,unprovoked,AUSTRALIA,F,,N,3070.0
3234,16-Mar-1975,1975.0,unprovoked,USA,M,14,N,3069.0
3235,13-Mar-1975,1975.0,provoked,AUSTRALIA,,18,N,3068.0
3236,09-Mar-1975,1975.0,provoked,SOUTH AFRICA,M,,N,3067.0
3237,Mar-1975,1975.0,unprovoked,BANGLADESH,,,Y,3066.0
3238,23-Feb-1975,1975.0,unprovoked,SOUTH AFRICA,M,16,N,3065.0
3239,Reported 14-Feb-1975,1975.0,unprovoked,SOUTH AFRICA,,,N,3064.0
3240,10-Feb-1975,1975.0,unprovoked,AUSTRALIA,M,12,Y,3063.0
3241,09-Feb-1975,1975.0,unprovoked,AUSTRALIA,M,45,N,3062.0
3242,07-Feb-1975,1975.0,unprovoked,AUSTRALIA,M,,N,3061.0
3243,01-Feb-1975,1975.0,provoked,SOUTH AFRICA,M,12,N,3060.0
3244,19-Jan-1975,1975.0,unprovoked,AUSTRALIA,M,17,Y,3059.0
3245,1975,1975.0,unprovoked,BERMUDA,M,25,N,3058.0
3246,1975,1975.0,unprovoked,REUNION,M,,Y,3057.0
3247,12-Dec-1974,1974.0,unprovoked,AUSTRALIA,,32,N,3056.0
3248,01-Nov-1974,1974.0,unprovoked,USA,M,24,N,3055.0
3249,28-Sep-1974,1974.0,unprovoked,USA,M,17,N,3054.0
3250,14-Sep-1974,1974.0,unprovoked,USA,M,29,N,3053.0
3251,07-Sep-1974,1974.0,unprovoked,ISRAEL,F,20,N,3052.0
3252,02-Sep-1974,1974.0,unprovoked,USA,M,41,N,3051.0
3253,02-Sep-1974,1974.0,unprovoked,USA,M,48,N,3050.0
3254,01-Sep-1974,1974.0,unprovoked,AUSTRALIA,M,30,N,3049.0
3255,Sep-1974,1974.0,unprovoked,USA,M,24,N,3048.0
3256,23-Aug-1974,1974.0,unprovoked,HONG KONG,M,22,N,3047.0
3257,16-Aug-1974,1974.0,unprovoked,HONG KONG,M,,Y,3046.0
3258,16-Aug-1974,1974.0,unprovoked,HONG KONG,M,19,N,3045.0
3259,16-Aug-1974,1974.0,unprovoked,HONG KONG,M,18,N,3044.0
3260,10-Aug-1974,1974.0,unprovoked,CROATIA,M,21,Y,3043.0
3261,05-Aug-1974,1974.0,unprovoked,USA,M,,N,3042.0
3262,26-Jul-1974,1974.0,unprovoked,USA,M,36,N,3041.0
3263,20-Jul-1974,1974.0,unprovoked,USA,M,17,Y,3040.0
3264,02-Jul-1974,1974.0,unprovoked,USA,M,10,Y,3039.0
3265,20-Jun-1974,1974.0,unprovoked,USA,F,61,N,3038.0
3266,26-May-1974,1974.0,unprovoked,USA,M,45,N,3037.0
3267,Reported 25-Apr-1974,1974.0,unprovoked,BRAZIL,M,,Y,3036.0
3268,20-Apr-1974,1974.0,unprovoked,SOUTH AFRICA,M,22,N,3035.0
3269,14-Apr-1974,1974.0,unprovoked,SOUTH AFRICA,M,19,N,3034.0
3270,12-Apr-1974,1974.0,unprovoked,USA,F,11,N,3033.0
3271,04-Apr-1974,1974.0,unprovoked,SOUTH AFRICA,M,17,N,3032.0
3272,21-Mar-1974,1974.0,unprovoked,SOUTH AFRICA,M,21,N,3031.0
3273,Mar-1974,1974.0,unprovoked,SOUTH AFRICA,,,N,3030.0
3274,13-Feb-1974,1974.0,unprovoked,SOUTH AFRICA,M,14,N,3029.0
3275,13-Feb-1974,1974.0,unprovoked,SOUTH AFRICA,M,19,N,3028.0
3276,Feb-1974,1974.0,unprovoked,SOUTH AFRICA,,,N,3027.0
3277,Early Feb-1974,1974.0,unprovoked,SOUTH AFRICA,,,N,3026.0
3278,13-Jan-1974,1974.0,unprovoked,SOUTH AFRICA,M,42,N,3025.0
3279,09-Jan-1974,1974.0,unprovoked,AUSTRALIA,M,26,Y,3024.0
3280,07-Jan-1974,1974.0,unprovoked,SOUTH AFRICA,M,33,N,3023.0
3281,07-Jan-1974,1974.0,unprovoked,MOZAMBIQUE,M,,Y,3022.0
3282,07-Jan-1974,1974.0,unprovoked,MOZAMBIQUE,M,32,Y,3021.0
3283,Summer 1974,1974.0,unprovoked,AUSTRALIA,M,,N,3020.0
3284,1974,1974.0,unprovoked,CROATIA,,,Y,3019.0
3285,25-Dec-1973,1973.0,unprovoked,MOZAMBIQUE,M,41,N,3018.0
3286,21-Dec-1973,1973.0,unprovoked,MOZAMBIQUE,M,20 ,Y,3017.0
3287,Reported 18-Dec-1973,1973.0,unprovoked,PHILIPPINES,M,19,Y,3016.0
3288,18-Dec-1973,1973.0,unprovoked,USA,M,,N,3015.0
3289,Dec-1973,1973.0,unprovoked,MEXICO,M,20s,Y,3014.0
3290,25-Nov-1973,1973.0,unprovoked,AUSTRALIA,,,N,3013.0
3291,24-Nov-1973,1973.0,unprovoked,USA,M,13,N,3012.0
3292,03-Nov-1973,1973.0,unprovoked,AUSTRALIA,M,,N,3011.0
3293,29-Sep-1973,1973.0,unprovoked,SOUTH AFRICA,M,,Y,3010.0
3294,14-Sep-1973,1973.0,unprovoked,BAHAMAS,M,11,N,3009.0
3295,Reported 10-Sep-1973,1973.0,unprovoked,HONG KONG,M,20,Y,3008.0
3296,09-Sep-1973,1973.0,unprovoked,MEXICO,M,37,Y,3007.0
3297,Sep-1973,1973.0,unprovoked,EGYPT,M,,N,3006.0
3298,27-Aug-1973,1973.0,unprovoked,AUSTRALIA,,21,UNKNOWN,3005.0
3299,25-Aug-1973,1973.0,unprovoked,AUSTRALIA,M,16,N,3004.0
3300,16-Aug-1973,1973.0,unprovoked,USA,M,17,N,3003.0
3301,13-Jun-1973,1973.0,unprovoked,HONG KONG,M,,N,3002.0
3302,04-Apr-1973,1973.0,unprovoked,MEXICO,M,45,Y,3001.0
3303,26-Mar-1973,1973.0,unprovoked,AUSTRALIA,M,,N,3000.0
3304,05-Mar-1973,1973.0,unprovoked,MOZAMBIQUE,M,28,Y,2999.0
3305,Mar-1973,1973.0,unprovoked,SOUTH AFRICA,M,26,N,2998.0
3306,27-Feb-1973,1973.0,unprovoked,MEXICO,,57,Y,2997.0
3307,21-Jan-1973,1973.0,provoked,SOUTH AFRICA,M,,N,2996.0
3308,09-Jan-1973,1973.0,unprovoked,USA,M,,N,2995.0
3309,1973,1973.0,unprovoked,PALAU,M,,N,2994.0
3310,1973,1973.0,unprovoked,PALAU,M,,N,2993.0
3311,1973,1973.0,unprovoked,SOUTH AFRICA,M,13,N,2992.0
3312,31-Dec-1972,1972.0,unprovoked,SOUTH AFRICA,M,29,N,2991.0
3313,26-Dec-1972,1972.0,unprovoked,MOZAMBIQUE,M,25,N,2990.0
3314,25-Dec-1972,1972.0,unprovoked,MEXICO,M,17,Y,2989.0
3315,24-Dec-1972,1972.0,unprovoked,SOUTH AFRICA,M,,N,2988.0
3316,21-Dec-1972,1972.0,unprovoked,AUSTRALIA,M,,N,2987.0
3317,08-Dec-1972,1972.0,provoked,AUSTRALIA,,24,N,2986.0
3318,01-Dec-1972,1972.0,unprovoked,REUNION,,,Y,2985.0
3319,21-Oct-1972,1972.0,unprovoked,AUSTRALIA,M,24,N,2984.0
3320,21-Oct-1972,1972.0,unprovoked,AUSTRALIA,M,19,N,2983.0
3321,14-Oct-1972,1972.0,unprovoked,USA,M,,Y,2982.0
3322,14-Oct-1972,1972.0,unprovoked,USA,M,17,N,2981.0
3323,Reported 10-Oct-1972,1972.0,unprovoked,NEW ZEALAND,M,17,N,2980.0
3324,09-Sep-1972,1972.0,unprovoked,USA,M,,N,2979.0
3325,04-Sep-1972,1972.0,,MOZAMBIQUE,F,20,,2978.0
3326,29-Aug-1972,1972.0,unprovoked,USA,M,15,N,2977.0
3327,17-Aug-1972,1972.0,unprovoked,USA,M,,N,2976.0
3328,08-Aug-1972,1972.0,unprovoked,AUSTRALIA,M,45,N,2975.0
3329,05-Jul-1972,1972.0,,USA,,,,2974.0
3330,Reported 26-Jun-1972,1972.0,unprovoked,AUSTRALIA,M,,Y,2973.0
3331,Reported 26-Jun-1972,1972.0,unprovoked,AUSTRALIA,M,,Y,2972.0
3332,10-Jun-1972,1972.0,unprovoked,USA,M,22,N,2971.0
3333,28-May-1972,1972.0,unprovoked,USA,M,32,N,2970.0
3334,06-May-1972,1972.0,unprovoked,FRENCH POLYNESIA,M,27,N,2969.0
3335,16-Apr-1972,1972.0,unprovoked,WESTERN SAMOA,M,25,Y,2968.0
3336,01-Apr-1972,1972.0,unprovoked,AUSTRALIA,F,,N,2967.0
3337,01-Apr-1972,1972.0,unprovoked,MOZAMBIQUE,M,19,Y,2966.0
3338,21-Mar-1972,1972.0,provoked,PACIFIC OCEAN ,M,33,N,2965.0
3339,16-Mar-1972,1972.0,unprovoked,USA,M,,N,2964.0
3340,20-Feb-1972,1972.0,unprovoked,AUSTRALIA,M,18,N,2963.0
3341,12-Feb-1972,1972.0,unprovoked,AUSTRALIA,,,N,2962.0
3342,01-Jan-1972,1972.0,unprovoked,SOUTH AFRICA,M,20,Y,2961.0
3343,01-Jan-1971,1972.0,unprovoked,SOUTH AFRICA,F,30,N,2960.0
3344,01-Jan-1971,1972.0,unprovoked,MOZAMBIQUE,M,24,N,2959.0
3345,1972,1972.0,unprovoked,FRANCE,,,N,2958.0
3346,1972,1972.0,unprovoked,MARSHALL ISLANDS,M,,N,2957.0
3347,23-Dec-1971,1971.0,unprovoked,AUSTRALIA,,22,N,2956.0
3348,16-Dec-1971,1971.0,unprovoked,SOUTH AFRICA,F,16,N,2955.0
3349,05-Dec-1971,1971.0,unprovoked,AUSTRALIA,M,20,Y,2954.0
3350,Reported 25-Nov-1971,1971.0,unprovoked,HONG KONG,M,20,N,2953.0
3351,27-Oct-1971,1971.0,provoked,AUSTRALIA,,20,N,2952.0
3352,23-Oct-1971,1971.0,unprovoked,USA,M,18,N,2951.0
3353,14-Oct-1971,1971.0,unprovoked,SOUTH AFRICA,M,25,N,2950.0
3354,02-Oct-1971,1971.0,unprovoked,USA,M,30,N,2949.0
3355,25-Sep-1971,1971.0,unprovoked,USA,,17,N,2948.0
3356,07-Sep-1971,1971.0,unprovoked,CROATIA,M,34,Y,2947.0
3357,05-Sep-1971,1971.0,unprovoked,AUSTRALIA,M,51,Y,2946.0
3358,21-Aug-1971,1971.0,provoked,AUSTRALIA,M,26,N,2945.0
3359,26-Jul-1971,1971.0,unprovoked,USA,M,8,N,2944.0
3360,19-Jul-1971,1971.0,unprovoked,USA,M,,N,2943.0
3361,30-Jun-1971,1971.0,unprovoked,SOUTH AFRICA,M,21,N,2942.0
3362,01-Jun-1971,1971.0,unprovoked,BRITISH ISLES,M,32,N,2941.0
3363,Reported 16-Apr-1971,1971.0,unprovoked,KENYA,M,16,N,2940.0
3364,11-Apr-1971,1971.0,unprovoked,SOUTH AFRICA,M,>50,Y,2939.0
3365,6-Apr-1971,1971.0,unprovoked,MEXICO,M,19,Y,2938.0
3366,5-Apr-1971,1971.0,unprovoked,VENEZUELA,M,14,Y,2937.0
3367,5-Apr-1971,1971.0,unprovoked,VENEZUELA,M,66,Y,2936.0
3368,Late Apr-1971,1971.0,unprovoked,MOZAMBIQUE,,,Y,2935.0
3369,30-Mar-1971,1971.0,unprovoked,NEW ZEALAND,M,16,N,2934.0
3370,02-Jan-1971,1971.0,unprovoked,AUSTRALIA,M,,N,2933.0
3371,1971,1971.0,unprovoked,AUSTRALIA,M,15,N,2932.0
3372,1971,1971.0,unprovoked,IRAN,M,,N,2931.0
3373,1971,1971.0,unprovoked,IRAN,M,,N,2930.0
3374,17-Dec-1970,1970.0,unprovoked,MOZAMBIQUE,M,18,Y,2929.0
3375,13-Dec-1970,1970.0,unprovoked,MOZAMBIQUE,M,18 to 22,Y,2928.0
3376,07-Dec-1970,1970.0,unprovoked,MICRONESIA,M,,N,2927.0
3377,03-Dec-1970,1970.0,unprovoked,USA,M,41,N,2926.0
3378,Nov-1970,1970.0,unprovoked,,M,,N,2925.0
3379,24-Oct-1970,1970.0,unprovoked,USA,M,,N,2924.0
3380,Oct-1970,1970.0,unprovoked,USA,M,,N,2923.0
3381,28-Sep-1970,1970.0,unprovoked,MICRONESIA,M,43,N,2922.0
3382,13-Sep-1970,1970.0,provoked,PALAU,M,20,N,2921.0
3383,05-Sep-1970,1970.0,unprovoked,USA,M,18,N,2920.0
3384,02-Sep-1970,1970.0,provoked,AUSTRALIA,M,20,N,2919.0
3385,Sep-1970,1970.0,unprovoked,USA,M,,N,2918.0
3386,Sep-1970,1970.0,unprovoked,USA,M,,N,2917.0
3387,02-Aug-1970,1970.0,,,,,,2916.0
3388,5-Jul-1970,1970.0,unprovoked,,M,,N,2915.0
3389,22-Jun-1970,1970.0,provoked,USA,M,13,N,2914.0
3390,15-Jun-1970,1970.0,provoked,SOUTH AFRICA,M,25,N,2913.0
3391,13-Jun-1970,1970.0,unprovoked,GRENADA,M,16,Y,2912.0
3392,13-Jun-1970,1970.0,unprovoked,GRENADA,M,18,Y,2911.0
3393,Jun-1970,1970.0,unprovoked,PHILIPPINES,,,Y,2910.0
3394,4-Apr-1970,1970.0,unprovoked,GRENADA,M,14,Y,2909.0
3395,Apr-1970,1970.0,provoked,,M,,N,2908.0
3396,Apr-1970,1970.0,unprovoked,SOLOMON ISLANDS,M,,UNKNOWN,2907.0
3397,31-Mar-1970,1970.0,,USA,M,,,2906.0
3398,23-Mar-1970,1970.0,unprovoked,USA,M,19,N,2905.0
