,date,year,type,country,sex,age,fatal (y/n),original order
0,25-Jun-2018,2018.0,unprovoked,USA,F,57,N,6303.0
1,18-Jun-2018,2018.0,unprovoked,USA,F,11,N,6302.0
2,09-Jun-2018,2018.0,,USA,M,48,N,6301.0
3,08-Jun-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6300.0
4,04-Jun-2018,2018.0,provoked,MEXICO,M,,N,6299.0
5,03-Jun-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6298.0
6,03-Jun-2018,2018.0,unprovoked,BRAZIL,M,18,Y,6297.0
7,27-May-2018,2018.0,unprovoked,USA,M,52,N,6296.0
8,26-May-2018,2018.0,unprovoked,USA,M,15,N,6295.0
9,26-May-2018,2018.0,unprovoked,USA,M,12,N,6294.0
10,24-May-2018,2018.0,provoked,AUSTRALIA,M,32,N,6293.0
11,21-May-2018,2018.0,unprovoked,USA,M,10,N,6292.0
12,13-May-2018,2018.0,unprovoked,USA,M,10,N,6291.0
13,13-May-2018,2018.0,,ENGLAND,M,21,N,6290.0
14,May 2018,2018.0,provoked,AUSTRALIA,F,34,N,6289.0
15,12-May-2018,2018.0,unprovoked,SOUTH AFRICA,M,,N,6288.0
16,09-May-2018,2018.0,,AUSTRALIA,M,,N,6287.0
17,Reported 30-Apr-2018,2018.0,unprovoked,THAILAND,M,,N,6286.0
18,28-Apr-2018,2018.0,unprovoked,COSTA RICA,M,30,N,6285.0
19,28-Apr-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6284.0
20,25-Apr-2018,2018.0,,AUSTRALIA,M,,N,6283.0
21,25-Apr-2018,2018.0,unprovoked,AUSTRALIA,M,60,N,6282.0
22,24-Apr-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6281.0
23,23-Apr-2018,2018.0,unprovoked,MALDIVES,M,32,N,6280.0
24,22-Apr-2018,2018.0,unprovoked,SOUTH AFRICA,M,33,N,6279.0
25,19-Apr-2018,2018.0,unprovoked,USA,M,29,N,6278.0
26,15-Apr-2018,2018.0,unprovoked,THAILAND,M,54,N,6277.0
27,15-Apr-2018,2018.0,unprovoked,BRAZIL,M,34,,6276.0
28,15-Apr-2018,2018.0,unprovoked,AUSTRALIA,M,41,N,6275.0
29,15-Apr-2018,2018.0,unprovoked,AUSTRALIA,M,37,N,6274.0
30,14-Apr-2018,2018.0,unprovoked,BAHAMAS,M,,N,6273.0
31,Reported 10-Apr-2018,2018.0,,BRAZIL,M,56,N,6272.0
32,09-Apr-2018,2018.0,unprovoked,NEW CALEDONIA,,,N,6271.0
33,05-Apr-2018,2018.0,unprovoked,BAHAMAS,M,12,N,6270.0
34,03-Apr-2018,2018.0,unprovoked,SOUTH AFRICA,M,19,N,6269.0
35,31-Mar-2018,2018.0,unprovoked,USA,M,25,N,6268.0
36,14-Mar-2018,2018.0,unprovoked,AUSTRALIA,M,10,N,6267.0
37,9-Mar-2018,2018.0,unprovoked,AUSTRALIA,M,69,N,6266.0
38,9-Mar-2018,2018.0,unprovoked,AUSTRALIA,M,18,N,6265.0
39,24-Feb-2018,2018.0,unprovoked,SOUTH AFRICA,M,38,N,6264.0
40,23-Feb-2018,2018.0,unprovoked,AUSTRALIA,F,55,N,6263.0
41,18-Feb-2018,2018.0,provoked,AUSTRALIA,M,34,N,6262.0
42,15-Feb-2018,2018.0,unprovoked,AUSTRALIA,M,35,N,6261.0
43,14-Feb-2018,2018.0,,AUSTRALIA,F,,N,6260.0
44,11-Feb-2018,2018.0,,BRAZIL,F,46,N,6259.0
45,03-Feb-2018,2018.0,unprovoked,ECUADOR,M,45,N,6258.0
46,01-Feb-2018,2018.0,,AUSTRALIA,M,14,N,6257.0
47,28-Jan-2018,2018.0,unprovoked,AUSTRALIA,M,18,N,6256.0
48,21-Jan-2018,2018.0,unprovoked,NEW CALEDONIA,M,40s,N,6255.0
49,14-Jan-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6254.0
50,13-Jan-2018,2018.0,unprovoked,AUSTRALIA,M,28,N,6253.0
51,12-Jan-2018,2018.0,unprovoked,BRAZIL,M,20,N,6252.0
52,05-Jan-2018,2018.0,unprovoked,AUSTRALIA,M,,N,6251.0
53,31-Dec-2017,2017.0,unprovoked,USA,F,54,N,6250.0
54,30-Dec-2017,2017.0,unprovoked,USA,F,35,N,6249.0
55,21-Dec-2017,2017.0,provoked,MALAYSIA,M,24,N,6248.0
56,09-Dec-2017,2017.0,unprovoked,BAHAMAS,F,25,N,6247.0
57,30-Nov-2017,2017.0,unprovoked,COSTA RICA,M,26,N,6246.0
58,30-Nov-2017,2017.0,unprovoked,COSTA RICA,F,49,Y,6245.0
59,Reported 25-Nov-2017,2017.0,unprovoked,LIBYA,,,Y,6244.0
60,24-Nov-2017,2017.0,unprovoked,USA,M,25,N,6243.0
61,18-Nov-2017,2017.0,unprovoked,USA,F,14,N,6242.0
62,Reported 13-Nov-2017,2017.0,unprovoked,,M,24,N,6241.0
63,13-Nov-2017,2017.0,unprovoked,AUSTRALIA,M,25,N,6240.0
64,04-Nov-2017,2017.0,unprovoked,CUBA,M,22,Y,6239.0
65,Reported 31-Oct-2017,2017.0,unprovoked,AUSTRALIA,M,7,N,6238.0
66,28-Oct-2017,2017.0,unprovoked,AUSTRALIA,M,31,N,6237.0
67,26-Oct-2017,2017.0,unprovoked,USA,M,,N,6236.0
68,23-Oct-2017,2017.0,unprovoked,MAURITIUS,M,,N,6235.0
69,23-Oct-2017,2017.0,unprovoked,USA,M,17,N,6234.0
70,23-Oct-2017,2017.0,unprovoked,USA,F,60,N,6233.0
71,22-Oct-2017,2017.0,unprovoked,AUSTRALIA,F,15,N,6232.0
72,21-Oct-2017,2017.0,unprovoked,NEW ZEALAND,M,,N,6231.0
73,18-Oct-2017,2017.0,unprovoked,USA,M,,N,6230.0
74,09-Oct-2017,2017.0,unprovoked,USA,M,54,N,6229.0
75,05-Oct-2017,2017.0,unprovoked,USA,F,40,N,6228.0
76,01-Oct-2017,2017.0,,SOUTH AFRICA,M,31,,6227.0
77,25-Sep-2017,2017.0,unprovoked,USA,M,,N,6226.0
78,25-Sep-2017,2017.0,unprovoked,AUSTRALIA,M,,N,6225.0
79,24-Sep-2017,2017.0,,USA,M,33,,6224.0
80,24-Sep-2017,2017.0,unprovoked,USA,M,,N,6223.0
81,20-Sep-2017,2017.0,unprovoked,USA,M,,N,6222.0
82,16-Sep-2017,2017.0,unprovoked,SPAIN,M,13,N,6221.0
83,16-Sep-2017,2017.0,unprovoked,USA,M,28,N,6220.0
84,15-Sep-2017,2017.0,,SOUTH AFRICA,M,25,,6219.0
85,15-Sep-2017,2017.0,,SAMOA,M,,N,6218.0
86,Sep-2017,2017.0,unprovoked,AUSTRALIA,,,N,6217.0
87,13-Sep-2017,2017.0,unprovoked,USA,M,18,N,6216.0
88,10-Sep-2017,2017.0,unprovoked,AUSTRALIA,M,,N,6215.0
89,10-Sep-2017,2017.0,unprovoked,AUSTRALIA,M,35,N,6214.0
90,Reported 06-Sep-2017,2017.0,unprovoked,SOLOMON ISLANDS,M,,N,6213.0
91,03-Sep-2017,2017.0,unprovoked,SOUTH AFRICA,M,,Y,6212.0
92,03-Sep-2017,2017.0,unprovoked,JAPAN,M,42,N,6211.0
93,02-Sep-2017,2017.0,unprovoked,USA,M,,N,6210.0
94,02-Sep-2017,2017.0,unprovoked,USA,F,,N,6209.0
95,02-Sep-2017,2017.0,unprovoked,USA,M,17,N,6208.0
96,29-Aug-2017,2017.0,unprovoked,AUSTRALIA,M,37,N,6207.0
97,27-Aug-2017,2017.0,unprovoked,USA,F,3,N,6206.0
98,26-Aug-2017,2017.0,,SPAIN,F,11,,6205.0
99,26-Aug-2017,2017.0,unprovoked,NEW ZEALAND,M,,N,6204.0
100,23-Aug-2017,2017.0,unprovoked,USA,M,69,N,6203.0
101,18-Aug-2017,2017.0,unprovoked,BAHAMAS,M,,N,6202.0
102,10-Aug-2017,2017.0,unprovoked,USA,M,13,N,6201.0
103,05-Aug-2017,2017.0,unprovoked,EGYPT,F,20,N,6200.0
104,03-Aug-2017,2017.0,provoked,USA,M,34,N,6199.0
105,01-Aug-2017,2017.0,unprovoked,USA,M,,N,6198.0
106,31-Jul-2017,2017.0,unprovoked,USA,M,15,N,6197.0
107,29-Jul-2017,2017.0,,USA,M,10,,6196.0
108,29-Jul-2017,2017.0,unprovoked,USA,F,12,N,6195.0
109,27-Jul-2017,2017.0,unprovoked,BAHAMAS,F,,N,6194.0
110,Reported 26-Jul-2017,2017.0,unprovoked,BAHAMAS,M,,N,6193.0
111,24-Jul-2017,2017.0,unprovoked,"ST HELENA, British overseas territory",M,37,N,6192.0
112,23-Jul-2017,2017.0,unprovoked,USA,F,,N,6191.0
113,23-Jul-2017,2017.0,unprovoked,SPAIN,F,,N,6190.0
114,22-Jul-2017,2017.0,unprovoked,USA,F,40,N,6189.0
115,20-Jul-2017,2017.0,,USA,F,8,,6188.0
116,20-Jul-2017,2017.0,unprovoked,USA,M,40,N,6187.0
117,20-Jul-2017,2017.0,unprovoked,USA,M,50,N,6186.0
118,14-Jul-2017,2017.0,unprovoked,USA,M,,N,6185.0
119,14-Jul-2017,2017.0,unprovoked,AUSTRALIA,M,,N,6184.0
120,11-Jul-2017,2017.0,unprovoked,USA,M,,N,6183.0
121,09-Jul-2017,2017.0,unprovoked,USA,M,46,N,6182.0
122,Reported 07-Jul-2017,2017.0,provoked,MEXICO,M,32,N,6181.0
123,07-Jul-2017,2017.0,unprovoked,SOUTH AFRICA,F,13,N,6180.0
124,02-Jul-2017,2017.0,,COMOROS,,,,6179.0
125,29-Jun-2017,2017.0,,USA,M,,,6178.0
126,21-Jun-2017,2017.0,unprovoked,USA,F,16,N,6177.0
127,19-Jun-2017,2017.0,unprovoked,USA,M,,N,6176.0
128,18-Jun-2017,2017.0,unprovoked,USA,F,14,N,6175.0
129,18-Jun-2017,2017.0,unprovoked,REUNION,M,34,N,6174.0
130,17-Jun-2017,2017.0,unprovoked,SPAIN,M,82,N,6173.0
131,2017.06.05,2017.0,unprovoked,FRENCH POLYNESIA,M,,N,6172.0
132,Reported 14-Jun-2017,2017.0,unprovoked,BAHAMAS,F,,N,6171.0
133,11-Jun-2017,2017.0,unprovoked,AUSTRALIA,M,48,N,6170.0
134,10-Jun-2017,2017.0,unprovoked,AUSTRALIA,F,,N,6169.0
135,10-Jun-2017,2017.0,unprovoked,USA,M,19,N,6168.0
136,Reported 07-Jun-2017,2017.0,unprovoked,UNITED KINGDOM,M,30,N,6167.0
137,04-Jun-2017,2017.0,unprovoked,USA,M,,N,6166.0
138,02-Jun-2017,2017.0,unprovoked,BAHAMAS,F,32,N,6165.0
139,30-May-2017,2017.0,provoked,USA,F,20,N,6164.0
140,28-May-2017,2017.0,unprovoked,USA,M,,N,6163.0
141,27-May-2017,2017.0,,AUSTRALIA,M,73,N,6162.0
142,12-May-2017,2017.0,unprovoked,UNITED ARAB EMIRATES,M,41,N,6161.0
143,Reported 06-May-2017,2017.0,provoked,AUSTRALIA,M,29,N,6160.0
144,05-May-2017,2017.0,unprovoked,MEXICO,M,33,Y,6159.0
145,03-May-2017,2017.0,,USA,F,18,,6158.0
146,29-Apr-2017,2017.0,unprovoked,USA,F,,N,6157.0
147,29-Apr-2017,2017.0,unprovoked,SOUTH AFRICA,M,14,N,6156.0
148,29-Apr-2017,2017.0,unprovoked,USA,F,33,N,6155.0
149,29-Apr-2017,2017.0,unprovoked,REUNION,M,28,Y,6154.0
150,27-Apr-2017,2017.0,unprovoked,NEW ZEALAND,F,20s,N,6153.0
151,26-Apr-2017,2017.0,,USA,F,,,6152.0
152,22-Apr-2017,2017.0,unprovoked,"ST HELENA, British overseas territory",F,40,N,6151.0
153,20-Apr-2017,2017.0,,USA,M,,,6150.0
154,17-Apr-2017,2017.0,unprovoked,USA,,,N,6149.0
155,17-Apr-2017,2017.0,unprovoked,AUSTRALIA,F,17,Y,6148.0
156,14-Apr-2017,2017.0,unprovoked,USA,M,28,N,6147.0
157,13-Apr-2017,2017.0,unprovoked,USA,M,17,N,6146.0
158,12-Apr-2017,2017.0,unprovoked,USA,F,,N,6145.0
159,12-Apr-2017,2017.0,,SOUTH AFRICA,M,68,,6144.0
160,11-Apr-2017,2017.0,unprovoked,USA,F,35,N,6143.0
161,10-Apr-2017,2017.0,unprovoked,USA,F,10,N,6142.0
162,10-Apr-2017,2017.0,unprovoked,USA,F,21,N,6141.0
163,06-Apr-2017,2017.0,unprovoked,USA,M,16,N,6140.0
164,05-Apr-2017,2017.0,unprovoked,USA,F,51,N,6139.0
165,02-Apr-2017,2017.0,unprovoked,AUSTRALIA,M,39,N,6138.0
166,02-Apr-2017,2017.0,unprovoked,USA,F,17,N,6137.0
167,27-Mar-2017,2017.0,unprovoked,USA,M,58,N,6136.0
168,19-Mar-2017,2017.0,unprovoked,AUSTRALIA,M,30,N,6135.0
169,18-Mar-2017,2017.0,unprovoked,USA,M,,N,6134.0
170,11-Mar-2017,2017.0,unprovoked,PHILIPPINES,M,25,N,6133.0
171,Reported 09-Mar-2017,2017.0,unprovoked,BAHAMAS,M,58,N,6132.0
172,25-Feb-2017,2017.0,unprovoked,AUSTRALIA,F,,N,6131.0
173,24-Feb-2017,2017.0,unprovoked,AUSTRALIA,M,,N,6130.0
174,21-Feb-2017,2017.0,unprovoked,REUNION,M,26,Y,6129.0
175,17-Feb-2017,2017.0,unprovoked,AUSTRALIA,M,26,N,6128.0
176,11-Feb-2017,2017.0,unprovoked,USA,M,22,N,6127.0
177,06-Feb-2017,2017.0,provoked,BRAZIL,F,,N,6126.0
178,06-Feb-2017,2017.0,unprovoked,SOUTH AFRICA,M,,N,6125.0
179,01-Feb-2017,2017.0,unprovoked,USA,,,N,6124.0
180,01-Feb-2017,2017.0,unprovoked,BAHAMAS,M,37,N,6123.0
181,24-Jan-2017,2017.0,unprovoked,BRAZIL,M,21,N,6122.0
182,22-Jan-2017,2017.0,unprovoked,USA,M,Teen,N,6121.0
183,21-Jan-2017,2017.0,unprovoked,AUSTRALIA,M,55,N,6120.0
184,13-Jan-2017,2017.0,unprovoked,AUSTRALIA,M,57,N,6119.0
185,13-Jan-2017,2017.0,unprovoked,USA,M,,N,6118.0
186,09-Jan-2017,2017.0,unprovoked,INDONESIA,M,48,N,6117.0
187,Reported 08-Jan-2017,,,AUSTRALIA,M,35,,6116.0
188,05-Jan-2017,2017.0,unprovoked,USA,M,47,N,6115.0
189,03-Jan-2017,2017.0,,AUSTRALIA,M,20,,6114.0
190,27-Dec-2016,2016.0,unprovoked,USA,M,16,N,6113.0
191,24-Dec-2016,2016.0,unprovoked,AUSTRALIA,F,,N,6112.0
192,19-Dec-2016,2016.0,unprovoked,SOUTH AFRICA,M,55,N,6111.0
193,14-Dec-2016,2016.0,unprovoked,AUSTRALIA,M,61,N,6110.0
194,11-Dec-2016,2016.0,unprovoked,FRENCH POLYNESIA,M,40s,N,6109.0
195,11-Dec-2016,2016.0,,USA,M,19,,6108.0
196,06-Dec-2016,2016.0,provoked,AUSTRALIA,M,20,N,6107.0
197,01-Dec-2016,2016.0,unprovoked,AUSTRALIA,M,65,N,6106.0
198,28-Nov-2016,2016.0,provoked,AUSTRALIA,M,73,N,6105.0
199,14-Nov-2016,2016.0,unprovoked,USA,F,58,N,6104.0
200,30-Oct-2016,2016.0,unprovoked,USA,M,41,N,6103.0
201,29-Oct-2016,2016.0,unprovoked,USA,M,42,N,6102.0
202,24-Oct-2016,2016.0,unprovoked,AUSTRALIA,M,36,N,6101.0
203,21-Oct-2016,2016.0,unprovoked,USA,M,36,N,6100.0
204,15-Oct-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6099.0
205,14-Oct-2016,2016.0,unprovoked,USA,F,66,N,6098.0
206,13-Oct-2016,2016.0,,MEXICO,M,,,6097.0
207,12-Oct-2016,2016.0,unprovoked,AUSTRALIA,M,25,N,6096.0
208,10-Oct-2016,2016.0,unprovoked,USA,M,29,N,6095.0
209,02-Oct-2016,2016.0,unprovoked,USA,M,21,N,6094.0
210,01-Oct-2016,2016.0,unprovoked,USA,M,32,N,6093.0
211,26-Sep-2016,2016.0,unprovoked,AUSTRALIA,M,17,N,6092.0
212,18-Sep-2016,2016.0,unprovoked,USA,M,16,N,6091.0
213,18-Sep-2016,2016.0,unprovoked,USA,M,36,N,6090.0
214,18-Sep-2016,2016.0,unprovoked,USA,M,43,N,6089.0
215,17-Sep-2016,2016.0,unprovoked,USA,M,43,N,6088.0
216,17-Sep-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6087.0
217,16-Sep-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6086.0
218,15-Sep-2016,2016.0,unprovoked,AUSTRALIA,,,N,6085.0
219,11-Sep-2016,2016.0,unprovoked,USA,M,60s,N,6084.0
220,07-Sep-2016,2016.0,unprovoked,USA,F,51,N,6083.0
221,06-Sep-2016,2016.0,unprovoked,NEW CALEDONIA,M,50,Y,6082.0
222,05-Sep-2016,2016.0,unprovoked,USA,F,12,N,6081.0
223,05-Sep-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6080.0
224,04-Sep-2016,2016.0,unprovoked,USA,M,9,N,6079.0
225,01-Sep-2016,2016.0,unprovoked,USA,M,22,N,6078.0
226,Sep-2016,2016.0,,MEXICO,,,,6077.0
227,29-Aug-2016,2016.0,unprovoked,USA,M,25,N,6076.0
228,29-Aug-2016,2016.0,unprovoked,USA,M,37,N,6075.0
229,27-Aug-2016,2016.0,unprovoked,REUNION,M,20,N,6074.0
230,25-Aug-2016,2016.0,unprovoked,USA,M,49,N,6073.0
231,07-Aug-2016,2016.0,unprovoked,BAHAMAS,M,15,N,6072.0
232,06-Aug-2016,2016.0,unprovoked,USA,M,21,N,6071.0
233,04-Aug-2016,2016.0,unprovoked,USA,M,22,N,6070.0
234,29-Jul-2016,2016.0,unprovoked,SPAIN,M,40,N,6069.0
235,28-Jul-2016,2016.0,unprovoked,CHINA,M,72,N,6068.0
236,28-Jul-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6067.0
237,27-Jul-2016,2016.0,provoked,USA,M,43,N,6066.0
238,26-Jul-2016,2016.0,unprovoked,AUSTRALIA,M,18,N,6065.0
239,24-Jul-2016,2016.0,unprovoked,JAPAN,M,29,N,6064.0
240,23-Jul-2016,2016.0,unprovoked,AUSTRALIA,M,36,N,6063.0
241,23-Jul-2016,2016.0,unprovoked,BAHAMAS,M,,N,6062.0
242,20-Jul-2016,2016.0,provoked,AUSTRALIA,M,31,N,6061.0
243,17-Jul-2016,2016.0,unprovoked,USA,,,N,6060.0
244,16-Jul-2016,2016.0,unprovoked,USA,F,9,N,6059.0
245,16-Jul-2016,2016.0,unprovoked,USA,F,11,N,6058.0
246,15-Jul-2016,2016.0,unprovoked,USA,M,61,N,6057.0
247,15-Jul-2016,2016.0,unprovoked,USA,M,,N,6056.0
248,Reported  14-Jul-2016,2016.0,unprovoked,BAHAMAS,M,,N,6055.0
249,Reported 08-Jul-2016,2016.0,unprovoked,SPAIN,F,10,N,6054.0
250,08-Jul-2016,2016.0,unprovoked,USA,M,,N,6053.0
251,07-Jul-2016,2016.0,provoked,USA,M,59,N,6052.0
252,07-Jul-2016,2016.0,unprovoked,USA,M,,N,6051.0
253,06-Jul-2016,2016.0,unprovoked,USA,F,42,N,6050.0
254,04-Jul-2016,2016.0,provoked,AUSTRALIA,M,34,N,6049.0
255,27-Jun-2016,2016.0,unprovoked,USA,M,35,N,6048.0
256,25-Jun-2016,2016.0,unprovoked,USA,M,11,N,6047.0
257,24-Jun-2016,2016.0,unprovoked,COLUMBIA,M,59,N,6046.0
258,23-Jun-2016,2016.0,unprovoked,SOUTH AFRICA,M,43,N,6045.0
259,21-Jun-2016,2016.0,unprovoked,USA,M,42,N,6044.0
260,21-Jun-2016,2016.0,unprovoked,USA,M,,N,6043.0
261,15-Jun-2016,2016.0,unprovoked,USA,M,,N,6042.0
262,15-Jun-2016,2016.0,provoked,AUSTRALIA,M,19,N,6041.0
263,14-Jun-2016,2016.0,unprovoked,USA,F,6,N,6040.0
264,11-Jun-2016,2016.0,unprovoked,USA,M,19,N,6039.0
265,07-Jun-2016,2016.0,,USA,M,27,,6038.0
266,05-Jun-2016,2016.0,unprovoked,USA,M,64,N,6037.0
267,05-Jun-2016,2016.0,unprovoked,AUSTRALIA,F,60,Y,6036.0
268,04-Jun-2016,2016.0,unprovoked,EGYPT,M,23,N,6035.0
269,02-Jun-2016,2016.0,unprovoked,AUSTRALIA,M,,,6034.0
270,02-Jun-2016,2016.0,unprovoked,NEW CALEDONIA,M,,N,6033.0
271,31-May-2016,2016.0,unprovoked,AUSTRALIA,M,29,Y,6032.0
272,29-May-2016,2016.0,unprovoked,USA,F,52,N,6031.0
273,29-May-2016,2016.0,unprovoked,USA,M,13,N,6030.0
274,22-May-2016,2016.0,unprovoked,USA,F,57,N,6029.0
275,21-May-2016,2016.0,unprovoked,USA,F,22,N,6028.0
276,21-May-2016,2016.0,unprovoked,USA,F,11,N,6027.0
277,18-May-2016,2016.0,unprovoked,USA,M,48,N,6026.0
278,15-May-2016,2016.0,provoked,USA,F,23,N,6025.0
279,03-May-2016,2016.0,unprovoked,USA,M,59,N,6024.0
280,02-May-2016,2016.0,provoked,NEW ZEALAND,M,39,N,6023.0
281,25-Apr-2016,2016.0,unprovoked,INDONESIA,M,24,N,6022.0
282,23-Apr-2016,2016.0,unprovoked,USA,M,15,N,6021.0
283,22-Apr-2016,2016.0,unprovoked,SOUTH AFRICA,M,,N,6020.0
284,19-Apr-2016,2016.0,unprovoked,AUSTRALIA,M,12,N,6019.0
285,18-Apr-2016,2016.0,provoked,FRENCH POLYNESIA,M,22,M,6018.0
286,18-Apr-2016,2016.0,provoked,FRENCH POLYNESIA,M,26,N,6017.0
287,13-Apr-2016,2016.0,unprovoked,USA,M,26,N,6016.0
288,09-Apr-2016,2016.0,unprovoked,NEW CALEDONIA,F,69,Y,6015.0
289,08-Apr-2016,2016.0,,CAPE VERDE,M,60,,6014.0
290,07-Apr-2016,2016.0,unprovoked,USA,M,34,N,6013.0
291,07-Apr-2016,2016.0,,USA,M,,,6012.0
292,31-Mar-2016,2016.0,unprovoked,USA,F,46,N,6011.0
293,30-Mar-2016,2016.0,unprovoked,AUSTRALIA,M,22,N,6010.0
294,28-Mar-2016,2016.0,unprovoked,USA,M,Teen,,6009.0
295,28-Mar-2016,2016.0,unprovoked,AUSTRALIA,M,41,N,6008.0
296,26-Mar-2016,2016.0,provoked,BAHAMAS,M,9,N,6007.0
297,13-Mar-2016,2016.0,,USA,,,,6006.0
298,11-Mar-2016,2016.0,unprovoked,USA,M,19,N,6005.0
299,10-Mar-2016,2016.0,unprovoked,Fiji,M,45,Y,6004.0
300,04-Mar-2016,2016.0,unprovoked,USA,M,12,N,6003.0
301,Reported 03-Mar-2016,2016.0,unprovoked,AUSTRALIA,M,,N,6002.0
302,02-Mar-2016,2016.0,unprovoked,BRAZIL,M,41,N,6001.0
303,22-Feb-2016,2016.0,unprovoked,NEW CALEDONIA,M,21,N,6000.0
304, 19-Feb-2016,2016.0,unprovoked,NEW CALEDONIA,M,31,N,5999.0
305,12-Feb-2016,2016.0,unprovoked,DOMINICAN REPUBLIC,F,,N,5998.0
306,Reported 10-Feb-2016,2016.0,,CAYMAN ISLANDS,M,65,,5997.0
307,10-Feb-2016,2016.0,,AUSTRALIA,M,,,5996.0
308,05-Feb-2016,2016.0,unprovoked,AUSTRALIA,F,45,N,5995.0
309,04-Feb-2016,2016.0,unprovoked,AUSTRALIA,M,40,N,5994.0
310,02-Feb-2016,2016.0,unprovoked,BRAZIL,M,41,N,5993.0
311,29-Jan-2016,2016.0,unprovoked,SOUTH AFRICA,M,,N,5992.0
312,28-Jan-2016,2016.0,unprovoked,USA,M,,N,5991.0
313,25-Jan-2016,2016.0,unprovoked,USA,F,15,N,5990.0
314,24-Jan-2016,2016.0,unprovoked,USA,M,,N,5989.0
315,24-Jan-2016,2016.0,unprovoked,UNITED ARAB EMIRATES,M,,N,5988.0
316,23-Jan-2016,2016.0,unprovoked,USA,M,48,N,5987.0
317,Reported 11-Jan-2016,2016.0,unprovoked,AUSTRALIA,M,,N,5986.0
318,05-Jan-2016,2016.0,unprovoked,AUSTRALIA,M,11,N,5985.0
319,02-Jan-2016,2016.0,unprovoked,AUSTRALIA,M,31,N,5984.0
320,26-Dec-2015,2015.0,unprovoked,SOUTH AFRICA,M,,N,5983.0
321,25-Dec-2015,2015.0,unprovoked,SPAIN,F,38,N,5982.0
322,22-Dec-2015,2015.0,unprovoked,USA,M,71,N,5981.0
323,21-Dec-2015,2015.0,unprovoked,AUSTRALIA,M,43,N,5980.0
324,21-Dec-2015,2015.0,unprovoked,BRAZIL,M,32,N,5979.0
325,19-Dec-2015,2015.0,unprovoked,ARUBA,M,58,Y,5978.0
326,13-Dec-2015,2015.0,unprovoked,AUSTRALIA,,,N,5977.0
327,11-Dec-2015,2015.0,unprovoked,BAHAMAS,M,26,N,5976.0
328,08-Dec-2015,2015.0,unprovoked,SOUTH AFRICA,F,22,N,5975.0
329,20-Nov-2015,2015.0,unprovoked,ECUADOR,M,55,N,5974.0
330,16-Nov-2015,2015.0,unprovoked,USA,M,,N,5973.0
331,15-Nov-2015,2015.0,unprovoked,USA,F,,N,5972.0
332,15-Nov-2015,2015.0,unprovoked,USA,M,28,N,5971.0
333,10-Nov-2015,2015.0,unprovoked,AUSTRALIA,M,20,N,5970.0
334,07-Nov-2015,2015.0,,USA,F,9,,5969.0
335,03-Nov-2015,2015.0,unprovoked,USA,M,54,N,5968.0
336,01-Nov-2015,2015.0,unprovoked,USA,F,28,N,5967.0
337,01-Nov-2015,2015.0,unprovoked,MOZAMBIQUE,M,19,N,5966.0
338,30-Oct-2015,2015.0,unprovoked,AUSTRALIA,M,50,N,5965.0
339,28-Oct-2015,2015.0,unprovoked,USA,M,10,N,5964.0
340,25-Oct-2015,2015.0,unprovoked,SOUTH AFRICA,M,42,N,5963.0
341,21-Oct-2015,2015.0,unprovoked,USA,M,21,N,5962.0
342,19-Oct-2015,2015.0,unprovoked,USA,M,21,N,5961.0
343,17-Oct-2015,2015.0,unprovoked,MOZAMBIQUE,F,35,Y,5960.0
344,17-Oct-2015,2015.0,,USA,M,32,,5959.0
345,17-Oct-2015,2015.0,unprovoked,USA,M,44,N,5958.0
346,13-Oct-2015,2015.0,unprovoked,USA,M,,N,5957.0
347,09-Oct-2015,2015.0,unprovoked,USA,F,9,N,5956.0
348,09-Oct-2015,2015.0,unprovoked,USA,M,25,N,5955.0
349,08-Oct-2015,2015.0,unprovoked,MOZAMBIQUE,M,,N,5954.0
350,07-Oct-2015,2015.0,unprovoked,AUSTRALIA,M,18,N,5953.0
351,05-Oct-2015,2015.0,unprovoked,USA,M,22,N,5952.0
352,05-Oct-2015,2015.0,unprovoked,USA,M,13,N,5951.0
353,04-Oct-2015,2015.0,unprovoked,USA,M,14,N,5950.0
354,29-Sep-2015,2015.0,unprovoked,USA,M,22,N,5949.0
355,26-Sep-2015,2015.0,unprovoked,AUSTRALIA,F,7,N,5948.0
356,24-Sep-2015,2015.0,unprovoked,USA,M,,N,5947.0
357,20-Sep-2015,2015.0,unprovoked,USA,M,14,N,5946.0
358,20-Sep-2015,2015.0,unprovoked,USA,M,27,N,5945.0
359,20-Sep-2015,2015.0,unprovoked,USA,M,12,N,5944.0
360,20-Sep-2015,2015.0,unprovoked,USA,M,16,N,5943.0
361,19-Sep-2015,2015.0,unprovoked,USA,M,,N,5942.0
362,18-Sep-2015,2015.0,unprovoked,USA,M,,N,5941.0
363,17-Sep-2015,2015.0,unprovoked,USA,M,20,N,5940.0
364,08-Sep-2015,2015.0,unprovoked,AUSTRALIA,M,42,N,5939.0
